2005/07/01 00:01:08 YVR SA 0000  40 FEW 220 -BKN 20 154/23.7/14.0/1510G16/CU1CI1 7007 RMK CONTRAILS UNOFF
2005/07/01 01:02:20 YVR SA 0100  40 FEW 100 FEW 220 -SCT 20 151/22.7/13.1/1410/CU1AC1CI1 RMK CONTRAILS / TR AC UNOFF
2006/01/21 10:01:50 YVR SA 1000  M23 BKN 32 OVC 15 222/4.1/2.7/1006/SC7SC2  UNOFF
2006/01/21 11:02:40 YVR SA 1100  M23 BKN 32 OVC 15 223/4.2/2.7/1005/SC7SC2  UNOFF
2006/01/21 12:01:14 YVR SA 1200  23 FEW 32 SCT M84 OVC 15 222/3.7/2.4/1108/SC2SC2AC5 0005  UNOFF
2006/01/21 13:04:52 YVR SA 1300  16 FEW 30 FEW M54 OVC 15 223/3.9/2.6/1006/SC1SC2SC7  UNOFF
2006/01/21 14:01:54 YVR SA 1400  11 FEW 32 FEW M44 BKN 55 OVC 15 222/4.1/2.7/0909/SC1SC1SC5SC3  UNOFF
2006/01/21 14:35:46 YVR SP 1434  11 FEW M35 BKN 44 OVC 15SHRA- /4.4//0908/SF3SC4SC3 RMK PCPN VRY LGT UNOFF
2006/01/21 15:02:22 YVR SA 1500  13 FEW 19 SCT M35 BKN 44 OVC 8SHRA- 226/4.5/3.2/0808/SF3SC2SC4SC1 2004  UNOFF
2006/01/21 15:57:23 YVR SP 1555  11 SCT M21 BKN 35 OVC 7RA- /4.3//0808/SF4SC5SC1  UNOFF
2006/01/21 16:02:29 YVR SA 1600  11 SCT M21 BKN 35 OVC 6RA-FG 232/4.3/3.3/0809/SF4SC5SC1  UNOFF
2006/01/21 17:02:00 YVR SA 1700  11 SCT M21 BKN 26 OVC 6RA-FG 242/4.6/3.6/0908/SF4SC3SC3  UNOFF
2006/01/21 18:02:00 YVR SA 1800  13 SCT M22 OVC 7RA- 249/4.8/3.7/0708/SF5SC5 2023  UNOFF
2006/01/21 19:02:00 YVR SA 1900  13 SCT M20 BKN 35 OVC 7RA- 254/4.8/3.5/0708/SF5SC3SC2  UNOFF
2006/01/21 20:01:54 YVR SA 2000  12 SCT M19 OVC 7RA- 253/5.0/3.8/0708/SF5SC5  UNOFF
2006/01/21 20:19:51 YVR SP 2018  M13 BKN 19 OVC 7RA- /5.0//0709/SF6SC4  UNOFF
2006/01/21 20:31:01 YVR SP 2030  6 FEW M11 BKN 19 OVC 7RA- /5.0//0908/SF3SC4SC3  UNOFF
2006/01/21 21:01:55 YVR SA 2100  8 FEW M11 BKN 19 OVC 8RA- 254/5.1/3.9/0705/SF3SC4SC3 5005  UNOFF
2006/01/21 21:29:44 YVR SP 2128  8 FEW M14 BKN 19 OVC 15 /5.2//0908/SF2SC6SC2  UNOFF
2006/01/21 21:50:45 YVR SP 2149  8 FEW 14 SCT M20 BKN 35 OVC 10 /5.3//0808/SF2SC2SC4SC2  UNOFF
2006/01/21 22:01:57 YVR SA 2200  8 FEW 14 SCT M23 BKN 35 OVC 15SHRA- 256/5.2/3.8/0908/SF2SF2SC4SC2 RMK PCPN VRY LGT UNOFF
2006/01/21 23:02:12 YVR SA 2300  8 FEW 15 FEW M29 OVC 10SHRA- 262/5.5/3.7/0807/SF1SF2SC7 RMK PCPN VRY LGT UNOFF

2006/01/22 00:02:09 YVR SA 0000  15 FEW M29 BKN 43 BKN 15SHRA- 270/5.6/4.1/0605/SF3SC3SC3 5016 RMK PCPN VRY LGT UNOFF
2006/01/22 00:47:30 YVR SP 0046  15 FEW 26 SCT M32 BKN 55 OVC 15RA- /5.5//0805/SF2SC2SC3SC3  UNOFF
2006/01/22 01:01:30 YVR SA 0100  15 FEW 25 FEW 32 SCT M56 OVC 15RA- 277/5.4/4.1/0805/SF2SC1SC2SC5 RMK PCPN VRY LGT UNOFF
2006/01/22 01:34:40 YVR SP 0133  19 SCT M28 BKN 42 OVC 15 /5.4//0904/SC4SC4SC2  UNOFF
2006/01/22 02:01:17 YVR SA 0200  15 FEW 21 SCT M43 OVC 15 280/5.1/4.0/0903/SF2SC3SC5  UNOFF
2006/01/22 03:01:03 YVR SA 0300  10 FEW 21 SCT M31 OVC 15SHRA- 284/5.2/4.0/0903/SF2SC3SC5 1014  UNOFF
2006/01/22 03:46:33 YVR SP 0345  M11 BKN 31 OVC 15SHRA- /4.8//0904/SC6SC4  UNOFF
2006/01/22 03:58:22 YVR SP 0357  11 SCT M20 BKN 26 OVC 15SHRA- /5.1//1205/SC5SC3SC2  UNOFF
2006/01/22 05:00:52 YVR SA 0500  18 FEW M36 BKN 54 OVC 15SHRA- 296/5.1/4.0/0803/SC2SC6SC2  UNOFF
2006/01/22 05:44:54 YVR SP 0544  11 FEW 31 SCT M43 OVC 15 /5.0//0905/SC2SC2SC6  UNOFF
2006/01/22 06:02:22 YVR SA 0600  11 FEW 31 SCT M47 OVC 15 300/5.0/4.1/1004/SC2SC2SC6 2016  UNOFF
2006/01/22 07:01:22 YVR SA 0700  15 FEW M23 BKN 44 OVC 15 303/4.9/4.0/1105/SC2SC6SC2  UNOFF
2006/01/22 08:01:02 YVR SA 0800  12 FEW M22 BKN 43 OVC 15 307/4.9/4.0/1003/SC2SC5SC3  UNOFF
2006/01/22 08:18:45 YVR SP 0817  M12 BKN 44 OVC 15 /4.8//1005/SC7SC3  UNOFF
2006/01/22 08:27:25 YVR SP 0826  12 SCT M44 BKN 88 OVC 15 /4.7//0905/SC5SC3AC2  UNOFF
2006/01/22 09:01:02 YVR SA 0900  11 SCT M44 OVC 15 311/4.8/3.9/0905/SC4SC6 1011  UNOFF
2006/01/22 09:26:18 YVR SP 0925  11 FEW M42 OVC 15SHRA- /5.1//1005/SC3SC7 RMK PCPN VRY LGT UNOFF
2006/01/22 10:01:16 YVR SA 1000  13 FEW M33 BKN 44 OVC 15 314/5.1/4.1/0905/SC3SC5SC2  UNOFF
2006/01/22 11:26:24 YVR SA 1100  M12 BKN 35 OVC 15 316/5.1/4.1/0907/SC6SC4  UNOFF
2006/01/22 12:01:08 YVR SA 1200  8 SCT M12 BKN 35 OVC 15 320/5.3/4.1/0807/SC4SC4SC2 0009  UNOFF
2006/01/22 13:01:10 YVR SA 1300  8 FEW M12 BKN 31 OVC 15SHRA- 313/5.5/4.4/0909/SC2SC6SC2  UNOFF
2006/01/22 14:04:09 YVR SA 1400  12 SCT M35 BKN 45 OVC 15SHRA- 315/5.5/4.5/0908/SC4SC4SC2  UNOFF
2006/01/22 15:00:54 YVR SA 1500  22 FEW M35 OVC 15SHRA- 314/5.5/4.7/0908/SC3SC7 5006  UNOFF
2006/01/22 15:33:18 YVR SP 1532  M10 BKN 25 OVC 12SHRA- /5.5//1008/SC6SC4 RMK VIS N QUAD 5 SM UNOFF
2006/01/22 16:01:58 YVR SA 1600  M11 BKN 23 OVC 10SHRA- 318/5.5/4.7/1107/SF6SC4 RMK VIS LWR N 5 SM UNOFF
2006/01/22 17:01:50 YVR SA 1700  M12 BKN 22 OVC 10SHRA- 322/5.9/5.1/1006/SF7SC3 RMK VIS LWR N 4 SM UNOFF
2006/01/22 17:29:19 YVR SP 1727  M9 BKN 20 OVC 15 /6.0//1105/SF8SC2 RMK VIS LWR N 7SM UNOFF
2006/01/22 17:36:22 YVR SP 1734  M10 BKN 20 OVC 15SHRA- /6.0//1105/SF8SC2 RMK VIS LWR N 7SM UNOFF
2006/01/22 17:53:24 YVR SP 1751  M8 BKN 20 OVC 15 /6.6//1404/SF8SC2 RMK VIS LWR N 7SM UNOFF
2006/01/22 18:02:04 YVR SA 1800  M9 BKN 20 BKN 15 324/6.9/5.4/1409/SC7SC2 2010  UNOFF
2006/01/22 19:02:16 YVR SA 1900  10 SCT M55 BKN 15 327/7.2/5.4/1613/SC5SC4  UNOFF
2006/01/22 19:24:57 YVR SP 1923  12 SCT M55 BKN 15SHRA- /7.3//1511/SC5SC4  UNOFF
2006/01/22 19:41:43 YVR SP 1940  12 SCT M48 BKN 15 /7.4//1711G16/SC4SC5  UNOFF
2006/01/22 20:02:18 YVR SA 2000  12 SCT M48 OVC 15 324/7.6/5.2/1716/SC4SC6  UNOFF
2006/01/22 20:56:03 YVR SP 2053  12 FEW M48 BKN 72 OVC 15SHRA- /7.7//1615G20/SC3SC4AC3 RMK PCPN VRY LGT UNOFF
2006/01/22 21:02:10 YVR SA 2100  12 FEW M48 BKN 72 OVC 15SHRA- 312/7.7/5.0/1712G18/SC3SC4AC3 0012 RMK PCPN VRY LGT UNOFF
2006/01/22 21:29:00 YVR SP 2127  12 FEW M50 BKN 72 OVC 15 /7.6//1409G15/SC3SC6AC1  UNOFF
2006/01/22 22:02:14 YVR SA 2200  12 FEW M38 BKN 55 BKN 15 309/7.7/4.7/1611G16/SC3SC4SC2  UNOFF
2006/01/22 22:07:34 YVR SP 2205  12 FEW M42 BKN 55 BKN 15SHRA- /7.7//1511G16/SC3SC4SC2  UNOFF
2006/01/22 23:02:05 YVR SA 2300  12 FEW M29 BKN 40 BKN 20SHRA- 304/7.9/4.7/1509/SC2SC5SC2 RMK PCPN VRY LGT UNOFF

2006/01/23 00:02:17 YVR SA 0000  15 FEW 29 SCT M42 BKN 15SHRA- 303/7.5/5.2/1509/SC3SF2ST4 0009  UNOFF
2006/01/23 00:24:13 YVR SP 0023  14 FEW 26 SCT M44 OVC 12RA- /7.4//1609/SC3SF2SC5  UNOFF
2006/01/23 00:58:13 YVR SP 0055  11 FEW 25 SCT M36 OVC 6RA- /7.2//1406/SC2SF2SC6  UNOFF
2006/01/23 01:01:40 YVR SA 0100  11 FEW 22 SCT M30 OVC 6RA- 306/7.3/5.5/1505/SC2SF2SC6  UNOFF
2006/01/23 01:02:49 YVR SA 0100  11 FEW 22 SCT M30 OVC 8RA- 306/7.3/5.5/1505/SC2SF2SC6  UNOFF
2006/01/23 02:01:11 YVR SA 0200  11 FEW M37 OVC 10RA- 301/7.1/5.7/1106/SC3SC7  UNOFF
2006/01/23 02:46:13 YVR SP 0244  10 FEW M39 OVC 10 /6.8//0806/SF3SC7  UNOFF
2006/01/23 02:55:28 YVR SP 0254  10 FEW M38 OVC 10SHRA- /6.7//0808/SF3SC7  UNOFF
2006/01/23 03:01:50 YVR SA 0300  10 FEW M38 OVC 10SHRA- 301/6.9/5.8/0808/SF3SC7 6002  UNOFF
2006/01/23 03:52:46 YVR SP 0351  12 FEW M35 BKN 50 OVC 15DZ- /6.8//0806/SF3ST5SC2 RMK VIS N - NE QUAD 8 SM UNOFF
2006/01/23 04:00:55 YVR SA 0400  12 FEW M33 BKN 50 OVC 15DZ- 300/6.8/5.9/0806/SF2ST6SC2 RMK VIS N QUAD 8 SM UNOFF
2006/01/23 04:56:04 YVR SP 0454  12 FEW 33 SCT M48 OVC 15 /6.9//0810/SF2ST3SC5  UNOFF
2006/01/23 05:01:03 YVR SA 0500  12 FEW 42 SCT M48 OVC 15 300/6.9/6.0/0909/SF2SC3SC5  UNOFF
2006/01/23 06:01:20 YVR SA 0600  20 FEW 35 SCT M45 OVC 12SHRA- 301/7.2/6.1/0909/SF2SC3SC5 5000 RMK VIS N QUAD 8 SM UNOFF
2006/01/23 06:49:41 YVR SP 0648  11 FEW M27 BKN 33 OVC 12DZ- /7.6//1211/SF3ST4SC3 RMK VIS N QUAD 6 SM UNOFF
2006/01/23 07:01:05 YVR SA 0700  8 SCT M19 BKN 28 OVC 6DZ-FG 304/7.4/6.3/1110G16/SF5ST3SC2 RMK VIS N QUAD 3 SM UNOFF
2006/01/23 07:21:17 YVR SP 0719  M8 BKN 20 BKN 27 OVC 6DZ-FG /7.4//1211/ST6SC3SC1 RMK VIS N QUAD 3 SM UNOFF
2006/01/23 07:54:36 YVR SP 0753  5 FEW 8 SCT M27 OVC 4DZ-FG /7.4//1309/SF3ST2SC5 RMK VIS N QUAD 3 SM UNOFF
2006/01/23 08:00:57 YVR SA 0800  8 FEW 20 SCT M27 OVC 6DZ-FG 306/7.3/6.4/1308/SF3ST2ST5 RMK VIS N QUAD 3 SM UNOFF
2006/01/23 08:52:39 YVR SP 0851  8 FEW M12 BKN 18 OVC 4DZ-FG /7.3//0704/SF2SC6SC2  UNOFF
2006/01/23 08:53:23 YVR SP 0851  8 FEW M12 BKN 18 OVC 4DZ-FG /7.3//0704/SF2ST6SC2  UNOFF
2006/01/23 09:01:12 YVR SA 0900  8 FEW M14 BKN 18 OVC 4DZ-FG 308/7.2/6.4/1004/SF2ST6SC2 0007  UNOFF
2006/01/23 10:01:06 YVR SA 1000  4 FEW M11 BKN 16 OVC 4DZ-FG 319/7.1/6.5/0806/SF3ST5ST2  UNOFF
2006/01/23 10:06:09 YVR SP 1005  4 SCT M11 BKN 16 OVC 4RA-FG /7.1//0809/SF4ST4ST2  UNOFF
2006/01/23 10:30:31 YVR SP 1029  6 SCT M11 BKN 16 OVC 7RA- /7.1//0809/SF4ST4SC2 RMK VIS N QUAD 3 SM UNOFF
2006/01/23 11:01:13 YVR SA 1100  6 FEW M12 BKN 15 OVC 10RA- 321/7.2/6.6/0907/SF3SC5SC2 RMK VIS N QUAD 5 SM UNOFF
2006/01/23 12:01:36 YVR SA 1200  8 FEW M11 OVC 12RA- 316/7.1/6.5/1008/SF3SC7 0008  UNOFF
2006/01/23 12:08:04 YVR SP 1207  8 FEW M11 BKN 15 OVC 15DZ- /7.1//1108/SF3ST5SC2 RMK PCPN VRY LGT UNOFF
2006/01/23 12:25:34 YVR SP 1223  M8 BKN 11 OVC 15DZ- /7.1//0904/ST7ST3 RMK PCPN VRY LGT UNOFF
2006/01/23 13:00:50 YVR SA 1300  M8 BKN 11 OVC 15DZ- 320/7.2/6.5/0804/ST7SC3  UNOFF
2006/01/23 14:01:06 YVR SA 1400  6 SCT M8 OVC 6DZ- 322/7.2/6.5/1107/ST4ST6  UNOFF
2006/01/23 14:01:35 YVR SA 1400  6 SCT M8 OVC 6DZ-FG 322/7.2/6.5/1107/ST4ST6  UNOFF
2006/01/23 14:09:18 YVR SP 1408  6 FEW M8 OVC 7DZ- /7.2//1105/SF2ST8 RMK VIS N QUAD 4 SM UNOFF
2006/01/23 14:21:58 YVR SP 1420  4 FEW 8 SCT M10 OVC 7DZ- /7.2//0905/SF2ST3ST5 RMK VIS N QUAD 4 SM UNOFF
2006/01/23 14:53:12 YVR SP 1450  4 FEW M8 BKN 11 OVC 5RA-FG /7.2//1006/SF1SF5ST4  UNOFF
2006/01/23 15:02:36 YVR SA 1500  4 FEW M9 BKN 11 OVC 5RA-FG 320/7.2/6.5/1108/SF1SF5SC4 0004  UNOFF
2006/01/23 16:02:39 YVR SA 1600  5 SCT M9 BKN 15 OVC 5RA-FG 325/7.2/6.6/0904/SF4SF4SC2 RMK PCPN VRY LGT UNOFF
2006/01/23 16:53:47 YVR SP 1651  4 SCT M8 BKN 12 OVC 3DZ-FG /7.2//0907/SF4SF4ST2  UNOFF
2006/01/23 17:02:32 YVR SA 1700  4 SCT M7 BKN 12 OVC 3DZ-FG 328/7.1/6.6/0907/SF4SF4ST2 RMK VIS LWR NE UNOFF
2006/01/23 17:14:28 YVR SP 1712  3 SCT M7 BKN 12 OVC 3RA-FG /7.2//1007/SF4SF4ST2  UNOFF
2006/01/23 17:45:45 YVR SP 1744  3 SCT M6 BKN 12 OVC 21/2DZ-FG /7.3//1108/SF4SF5ST1  UNOFF
2006/01/23 18:23:26 YVR SP 1821  2 FEW M5 BKN 8 OVC 2RA-DZ-FG /7.2//0907/SF2SF5ST3 RMK VIS HIER S UNOFF
2006/01/23 19:02:39 YVR SA 1900  3 FEW M6 BKN 10 OVC 3RA-DZ-FG 333/7.4/6.9/0908/SF2SF6ST2 RMK VIS LWR N - E UNOFF
2006/01/23 19:11:45 YVR SP 1910  3 FEW M5 BKN 9 OVC 11/2RA-DZ-FG /7.5//0806/SF3SF4ST3 RMK VIS HIER S UNOFF
2006/01/23 20:01:02 YVR SA 2000  4 FEW M7 BKN 11 OVC 5DZ-FG 331/7.7/7.1/1008/SF2SF5ST3 RMK VIS N - E 2 UNOFF
2006/01/23 20:10:29 YVR SP 2008  4 FEW M8 BKN 11 OVC 4RA-FG /7.7//1007/SF2SF4ST4 RMK VIS HIER SE - SW UNOFF
2006/01/23 21:01:08 YVR SA 2100  M6 BKN 12 OVC 10 328/8.0/7.4/1006/SF6ST4 0001 RMK VIS LWR N - E UNOFF
2006/01/23 22:00:53 YVR SA 2200  M8 BKN 14 BKN 30 OVC 15 325/8.4/7.4/0907/SF6SC3SC1 RMK VIS LWR N - E UNOFF
2006/01/23 23:00:47 YVR SA 2300  9 SCT M13 BKN 30 OVC 15 324/8.6/7.4/1106/SF4SC5SC1  UNOFF
2006/01/23 23:40:32 YVR SP 2338  9 SCT M15 BKN 30 OVC 15 /8.6//1107/SF4SC5SC1  UNOFF

2006/01/24 00:01:16 YVR SA 0000  8 SCT M16 BKN 30 OVC 15 323/8.5/7.3/1007/SF4SC5SC1 6005  UNOFF
2006/01/24 01:01:14 YVR SA 0100  8 FEW M22 BKN 70 OVC 15 321/8.2/6.9/0706/SF1SC5AC4  UNOFF
2006/01/24 02:02:30 YVR SA 0200  10 FEW 20 SCT M72 OVC 15 319/8.0/6.7/0707/SF1SC3AC6  UNOFF
2006/01/24 03:03:39 YVR SA 0300  14 SCT M57 BKN 76 OVC 15 316/7.4/6.1/1004/SC4SC4AC2 7007  UNOFF
2006/01/24 04:00:37 YVR SA 0400  16 FEW M62 BKN 85 BKN 15 312/6.4/5.4/1104/SC3SC5AC1  UNOFF
2006/01/24 05:01:35 YVR SA 0500  M17 BKN 64 OVC 15 311/6.6/5.8/1104/SC7SC3  UNOFF
2006/01/24 06:01:46 YVR SA 0600  M19 BKN 64 OVC 15 308/6.9/6.1/1004/SC7SC3 7008  UNOFF
2006/01/24 07:01:18 YVR SA 0700  M19 BKN 43 OVC 15 301/6.9/6.0/0805/SC7SC3  UNOFF
2006/01/24 08:04:54 YVR SA 0800  M20 BKN 49 OVC 15 297/6.1/5.1/1004/SC6SC4  UNOFF
2006/01/24 09:01:44 YVR SA 0900  M21 BKN 55 OVC 15 289/6.4/5.7/0904/SC6SC4 0019  UNOFF
2006/01/24 10:02:15 YVR SA 1000  20 FEW 55 SCT 15 281/6.2/5.0/0903/SC2SC2  UNOFF
2006/01/24 11:01:20 YVR SA 1100  60 FEW 210 -SCT 15 274/4.8/3.7/0903/SC1CI1  UNOFF
2006/01/24 12:02:07 YVR SA 1200  60 FEW 210 -SCT 15 265/3.5/2.5/0000/SC1CI1 0024  UNOFF
2006/01/24 13:03:31 YVR SA 1300  60 FEW 210 -SCT 15 251/4.2/3.4/0000/SC1CI2  UNOFF
2006/01/24 14:01:14 YVR SA 1400  210 -FEW 15MIFG 243/2.9/2.1/0000/CI1  UNOFF
2006/01/24 15:02:22 YVR SA 1500  70 FEW 220 -FEW 20 234/3.0/2.8/2807/AC1CI1 7031  UNOFF
2006/01/24 16:02:46 YVR SA 1600  70 FEW 240 -SCT 20 222/3.0/1.8/0906/AC1CI2  UNOFF
2006/01/24 17:00:44 YVR SA 1700  60 FEW 240 -SCT 30 217/4.4/3.2/1904/SC1CI2  UNOFF
2006/01/24 18:02:28 YVR SA 1800  60 FEW 220 -BKN 30 207/6.6/5.0/3502/SC1CI3 7027  UNOFF
2006/01/24 19:17:59 YVR SA 1900  80 FEW 230 -BKN 30 189/7.7/5.2/3403/AC1CI3  UNOFF
2006/01/24 20:01:52 YVR SA 2000  80 FEW 220 -BKN 30 172/9.5/4.8/2903/AC1CI3 RMK PRESFR UNOFF
2006/01/24 21:01:11 YVR SA 2100  90 FEW 220 -BKN 30 157/8.4/5.3/2807/AC1CI3 7050  UNOFF
2006/01/24 22:02:20 YVR SA 2200  7 FEW 220 -BKN 30 141/7.7/6.2/3010/SF1CI3 RMK TR SF UNOFF
2006/01/24 23:01:08 YVR SA 2300  8 FEW 230 -FEW 30 134/7.5/5.9/3107/SF1CI2 RMK TR SF UNOFF

2006/01/25 00:01:16 YVR SA 0000  220 -SCT 30 126/6.7/5.2/3509/CI2 6031  UNOFF
2006/01/25 01:01:13 YVR SA 0100  230 -SCT 30 124/5.9/4.6/3306/CI2  UNOFF
2006/01/25 02:00:51 YVR SA 0200  230 -SCT 30 114/5.9/4.5/0502/CI2  UNOFF
2006/01/25 03:04:15 YVR SA 0300  230 -FEW 20 109/4.7/3.6/0808/CI0 0017  UNOFF
2006/01/25 04:03:31 YVR SA 0400  230 -FEW 20 107/6.6/5.0/1208/CI0  UNOFF
2006/01/25 05:03:29 YVR SA 0500  230 -FEW 15 109/4.7/3.7/2404/CI0  UNOFF
2006/01/25 06:02:03 YVR SA 0600  220 -SCT 20 104/4.4/3.9/0000/CI1 0005  UNOFF
2006/01/25 07:03:29 YVR SA 0700  220 -SCT 20 100/3.6/3.2/0000/CI1  UNOFF
2006/01/25 08:03:37 YVR SA 0800  150 FEW 220 -BKN 20 095/4.5/3.5/1005/AC2CI3  UNOFF
2006/01/25 09:03:51 YVR SA 0900  150 FEW M240 BKN 20 089/4.7/3.2/1008/AC1CI5 0015  UNOFF
2006/01/25 10:01:22 YVR SA 1000  240 -BKN 20 088/5.4/3.5/1105/CI5  UNOFF
2006/01/25 11:02:57 YVR SA 1100  240 -BKN 20 082/4.5/2.9/1105/CI4  UNOFF
2006/01/25 12:04:09 YVR SA 1200  240 -SCT 20 080/4.7/2.9/1005/CI1 6009  UNOFF
2006/01/25 13:02:19 YVR SA 1300  240 -FEW 20 080/4.0/2.3/1107/CI0  UNOFF
2006/01/25 14:01:06 YVR SA 1400  230 -FEW 20 076/3.2/1.5/1107/CI0  UNOFF
2006/01/25 15:02:34 YVR SA 1500  100 SCT 220 -BKN 20 072/4.6/2.5/1008/AC5CI0 0008  UNOFF
2006/01/25 16:02:41 YVR SA 1600  50 FEW 100 FEW 230 -SCT 20 067/4.8/2.0/0911/SC1AC2CI1  UNOFF
2006/01/25 17:00:53 YVR SA 1700  50 FEW 100 FEW 230 -BKN 20 063/7.5/3.0/0914/SC1AC1CI2  UNOFF
2006/01/25 18:02:12 YVR SA 1800  50 FEW M90 BKN 230 BKN 20 065/9.1/3.5/1212G17/SC1AC6CI1 5007 RMK SHS W UNOFF
2006/01/25 19:00:54 YVR SA 1900  50 SCT M90 BKN 230 BKN 20 073/9.1/4.5/1209/SC4AC4CI1 RMK SHS W UNOFF
2006/01/25 19:15:48 YVR SP 1914  M45 BKN 90 BKN 15RA- /9.5//1505/SC6AC3  UNOFF
2006/01/25 21:02:33 YVR SA 2100  20 FEW M51 BKN 80 BKN 15RA- 069/8.4/4.4/1007/CF1SC7AC1 0004  UNOFF
2006/01/25 21:11:49 YVR SP 2110  20 FEW M55 BKN 90 BKN 15 /8.1//0905/CF1SC5AC3  UNOFF
2006/01/25 22:00:50 YVR SA 2200  40 FEW M62 BKN 90 BKN 15VCSH 069/8.2/5.4/0906/SF1SC7AC1  UNOFF
2006/01/25 22:26:19 YVR SP 2224  40 SCT M60 BKN 80 BKN 15SHRA- /8.4//1006/SC5SC3AC1  UNOFF
2006/01/25 22:55:11 YVR SP 2253  40 SCT M70 BKN 100 BKN 15 /8.1//1110/SC5AC3AC1  UNOFF
2006/01/25 23:00:46 YVR SA 2300  43 SCT M70 BKN 100 BKN 15VCSH 073/8.0/5.9/1210/SC5AC3AC1  UNOFF

2006/01/26 00:01:09 YVR SA 0000  45 FEW M70 BKN 160 BKN 15 072/7.9/5.1/1107/SC3AC4AC2 0003  UNOFF
2006/01/26 01:01:26 YVR SA 0100  45 SCT M68 BKN 160 BKN 15 079/8.0/4.1/1611/SC4AC3AC2  UNOFF
2006/01/26 02:00:36 YVR SA 0200  40 FEW 70 SCT M110 BKN 200 BKN 15 082/7.3/2.3/2107/SC2AC2AC2CI1  UNOFF
2006/01/26 03:03:58 YVR SA 0300  40 FEW 92 SCT M160 BKN 15 086/6.8/1.7/1406/SC2AC2AC4 1014  UNOFF
2006/01/26 04:04:56 YVR SA 0400  40 FEW 60 SCT M120 BKN 210 OVC 15 084/5.9/3.0/1108/SC2SC3AC3CI2  UNOFF
2006/01/26 05:05:48 YVR SA 0500  36 SCT M60 BKN 120 BKN 15 078/5.7/3.4/1111/SC4SC2AC2  UNOFF
2006/01/26 06:04:01 YVR SA 0600  16 SCT M31 BKN 69 OVC 15 080/6.1/4.5/1111/SC4SC4AC2 5006  UNOFF
2006/01/26 07:05:26 YVR SA 0700  16 SCT M37 BKN 55 OVC 15SHRA- 078/6.6/4.4/1210/SC4SC4SC2  UNOFF
2006/01/26 08:02:53 YVR SA 0800  16 SCT M41 BKN 55 OVC 12SHRA- 084/6.3/3.9/1514/SC4SC4SC2  UNOFF
2006/01/26 09:02:04 YVR SA 0900  12 FEW M21 BKN 40 OVC 12SHRA- 087/5.9/3.7/1813G18/CF2SC7SC1 5007  UNOFF
2006/01/26 09:34:35 YVR SP 0932  15 FEW M24 BKN 44 OVC 15 /5.4//1713G25/SC2SC5SC3  UNOFF
2006/01/26 10:02:03 YVR SA 1000  16 FEW M31 BKN 45 BKN 90 OVC 15 086/5.7/2.9/1715G24/SC2SC4SC2AC2  UNOFF
2006/01/26 11:01:33 YVR SA 1100  20 FEW M45 BKN 84 OVC 15 087/6.0/3.1/1812G17/SC2SC4AC4  UNOFF
2006/01/26 12:03:48 YVR SA 1200  20 FEW 45 SCT M61 BKN 92 OVC 15 089/6.5/3.3/1818/SC2SC2SC4AC2 5002  UNOFF
2006/01/26 13:03:01 YVR SA 1300  20 FEW 45 SCT M60 BKN 96 OVC 15 089/6.6/3.5/1820G26/SC1SC3SC2AC4  UNOFF
2006/01/26 14:02:34 YVR SA 1400  20 FEW 60 SCT M100 OVC 15 087/6.5/3.5/1712G26/SC1SC3AC6  UNOFF
2006/01/26 15:05:45 YVR SA 1500  25 FEW 60 SCT M90 OVC 15 090/6.3/2.8/1713/SC1SC3AC6 5001  UNOFF
2006/01/26 16:02:58 YVR SA 1600  20 FEW 55 SCT M90 BKN 160 OVC 15 094/6.2/2.6/1611G16/SC1SC3AC4AC2 RMK VIRGA UNOFF
2006/01/26 17:03:04 YVR SA 1700  20 FEW 50 FEW M90 BKN 150 OVC 15 099/6.2/2.5/1715/SC1SC2AC5AC2  UNOFF
2006/01/26 18:04:11 YVR SA 1800  20 FEW 50 FEW M80 BKN 160 OVC 15 101/6.0/2.3/1712G18/SC1SC2AC5AC2 2011  UNOFF
2006/01/26 19:03:41 YVR SA 1900  20 FEW M75 BKN 160 BKN 220 BKN 15 099/6.3/2.1/1607/SC1AC6AC1CI1  UNOFF
2006/01/26 20:01:10 YVR SA 2000  25 FEW 40 SCT M60 BKN 90 OVC 20 093/6.7/2.0/1410/SF2SC3SC2AC3 RMK VIS LWR NE - E UNOFF
2006/01/26 21:03:08 YVR SA 2100  17 SCT M30 BKN 50 BKN 90 OVC 15 087/6.2/3.0/1313G19/SC5SC2SC2AC1 7014  UNOFF
2006/01/26 22:01:36 YVR SA 2200  18 SCT M60 BKN 100 OVC 15 076/6.6/2.6/1417/SC5SC3AC2 RMK VIRGA UNOFF
2006/01/26 22:28:50 YVR SP 2226  M21 BKN 60 BKN 90 OVC 15RA- /6.6//1316G21/SC6SC3AC1 RMK VIS HIER W UNOFF
2006/01/26 23:01:06 YVR SA 2300  M20 BKN 50 BKN 90 OVC 15SHRA- 067/6.6/2.8/1216G22/SC7SC2AC1  UNOFF
2006/01/26 23:19:02 YVR SP 2317  M21 BKN 35 BKN 80 OVC 15 /6.7//1215G20/SC6SC3AC1  UNOFF

2006/01/27 00:02:08 YVR SA 0000  M21 BKN 35 BKN 80 OVC 20 060/6.6/2.5/1118G25/SC6SC2AC2 6027  UNOFF
