2005/04/05 00:04:42 YVR SA 0000  44 SCT E80 BKN 15 193/11.5/-0.1/1805/SC5AC1 2005 RMK TCU EMBD UNOFF
2005/04/05 01:04:38 YVR SA 0100  45 FEW 80 FEW 15 198/10.8/0.8/1410/TCU2AC1 RMK SH DIST N UNOFF
2005/04/05 02:01:12 YVR SA 0200  45 FEW 80 -SCT 200 -BKN 15 200/9.8/2.9/1610/SC1AC1CI1 RMK SH DIST NE UNOFF
2005/04/05 03:01:24 YVR SA 0300  37 FEW 80 -SCT 220 -BKN 15 206/8.6/3.0/1410/SC1AC1CI0 5013 RMK SH DIST N UNOFF
2005/06/20 12:01:11 YVR SA 1200  180 FEW 230 SCT 20 177/13.8/11.0/2607/AC1CI3 6004  UNOFF
2005/06/20 13:01:17 YVR SA 1300  230 -BKN 20 177/12.9/10.9/3408/CI4  UNOFF
2005/06/20 14:01:46 YVR SA 1400  240 -BKN 30 181/15.8/12.4/0106/CI3  UNOFF
2005/06/20 15:01:04 YVR SA 1500  250 -BKN 30 178/16.6/12.4/3409/CI4 0001  UNOFF
2005/06/20 16:01:14 YVR SA 1600  250 -BKN 30 177/17.6/13.2/3112/CI4  UNOFF
2005/06/20 17:03:00 YVR SA 1700  250 -BKN 30 176/18.5/14.2/3112/CI4  UNOFF
2005/06/20 18:02:10 YVR SA 1800  250 -BKN 30 174/18.6/14.1/3013/CI5 7004  UNOFF
2005/06/20 19:01:19 YVR SA 1900  50 FEW 250 -BKN 30 172/20.0/15.1/3013/SC1CI4  UNOFF
2005/06/20 20:02:01 YVR SA 2000  50 FEW 250 -BKN 30 169/20.2/15.1/3013/SC1CI4  UNOFF
2005/06/20 21:01:38 YVR SA 2100  50 FEW 250 FEW 30 162/20.7/15.0/3015/CU1CI2 0012  UNOFF
2005/06/20 22:01:36 YVR SA 2200  50 FEW 250 FEW 30 156/21.5/15.0/3114/CU1CI1  UNOFF
2005/06/20 23:01:43 YVR SA 2300  50 FEW 250 FEW 30 154/21.6/15.6/3014/CU1CI1  UNOFF

2005/06/21 00:01:36 YVR SA 0000  50 FEW 250 FEW 30 149/21.1/15.7/3012/CU1CI1 7013  UNOFF
2005/06/21 01:01:59 YVR SA 0100  50 FEW 250 FEW 30 144/21.1/15.7/3111/CU1CI1  UNOFF
2005/06/21 02:01:09 YVR SA 0200  50 FEW 250 FEW 30 139/20.2/15.1/3209/CU1CI1  UNOFF
2005/06/21 03:03:20 YVR SA 0300  220 FEW 30 138/19.8/14.4/3109/CI1 7011  UNOFF
2005/06/21 04:02:20 YVR SA 0400  220 FEW 30 136/18.3/14.2/3012/CI1  UNOFF
2005/06/21 05:01:39 YVR SA 0500  220 FEW 30 139/17.0/13.8/3012/CI1  UNOFF
2005/06/21 06:01:06 YVR SA 0600  220 FEW 30 141/17.0/14.2/3207/CI1 5003  UNOFF
2005/06/21 07:01:46 YVR SA 0700  160 SCT 20 139/16.3/13.4/3206/AC4  UNOFF
2005/06/21 08:01:07 YVR SA 0800  M170 BKN 20 138/17.3/13.1/2802/AC6  UNOFF
2005/06/21 09:01:05 YVR SA 0900  M170 BKN 20 132/17.3/13.1/2802/AC7 7009  UNOFF
2005/06/21 10:03:27 YVR SA 1000  170 -SCT 20 127/16.6/11.0/3106/AC4  UNOFF
2005/06/21 11:01:52 YVR SA 1100  140 FEW 170 SCT 20 135/16.4/13.4/2707/AC2AC3  UNOFF
2005/06/21 12:01:31 YVR SA 1200  150 FEW 20 135/16.5/13.8/3213/AC3 5003  UNOFF
2005/06/21 13:01:47 YVR SA 1300  150 FEW 230 SCT 20 134/16.4/12.4/3305/AC3CI1  UNOFF
2005/06/21 14:05:35 YVR SA 1400  130 SCT 180 SCT E220 BKN 20 126/19.4/11.2/0106/AC4AC1CI1  UNOFF
2005/06/21 15:04:42 YVR SA 1500  120 FEW 220 -FEW 20 129/20.0/12.1/1409/AC1CI1 5006  UNOFF
2005/06/21 16:04:15 YVR SA 1600  170 FEW 220 -SCT 30 127/19.9/12.9/3104/AC2CI1  UNOFF
2005/06/21 17:03:35 YVR SA 1700  160 SCT M210 BKN 30 121/18.6/15.2/3015/AC4CI3  UNOFF
2005/06/21 18:05:51 YVR SA 1800  M160 BKN 220 BKN 30 110/19.0/15.5/3214/AC6CI1 0019  UNOFF
2005/06/21 19:04:45 YVR SA 1900  M160 BKN 220 BKN 30 109/20.8/16.1/3114/AC6CI1  UNOFF
2005/06/21 20:04:34 YVR SA 2000  60 FEW M130 BKN 220 BKN 30 103/20.0/15.2/3114G19/SC2AC6CI1  UNOFF
2005/06/21 21:04:13 YVR SA 2100  60 FEW M140 BKN 220 OVC 30 095/21.2/14.8/3212/SC2AC6CS2 0015  UNOFF
2005/06/21 22:03:09 YVR SA 2200  60 FEW M140 BKN 220 OVC 30 092/20.1/15.1/2507/SC2AC6CS2  UNOFF
2005/06/21 23:05:11 YVR SA 2300  50 FEW M130 BKN 230 OVC 30 081/19.6/15.0/3407/SC2AC6CS2  UNOFF

2005/06/22 00:01:33 YVR SA 0000  50 FEW M120 BKN 220 OVC 20 099/20.4/13.5/2113/SC3AC6CS1 5004  UNOFF
2005/06/22 01:05:47 YVR SA 0100  40 FEW M74 BKN 120 OVC 10RA- 122/19.3/13.9/1516G22/SC1AC7AS2 RMK PRESRR UNOFF
2005/06/22 01:47:43 YVR SP 0146  41 FEW M61 BKN 90 OVC 6RA- /17.2//1108/SF2SC5AC3  UNOFF
2005/06/22 01:56:19 YVR SP 0155  41 FEW M61 BKN 81 OVC 6RA-FG /17.0//0810/SF2SC5AC3  UNOFF
2005/06/22 02:01:44 YVR SA 0200  42 FEW M60 BKN 90 OVC 6RA-FG 138/16.7/14.6/0814/SF2SC6AC2  UNOFF
2005/06/22 02:16:40 YVR SP 0215  37 FEW M68 BKN 80 OVC 7RA- /16.6//0513/SF1AC6AC4  UNOFF
2005/06/22 02:17:13 YVR SP 0215  37 FEW M68 BKN 80 OVC 7RA- /16.6//0513/SF1AC6AC3  UNOFF
2005/06/22 02:20:22 YVR SP 0219  26 FEW M61 BKN 80 OVC 6RA-FG /16.6//0411G16/SC3SC6AC1 RMK VIS LWR N QUAD 4 SM UNOFF
2005/06/22 02:50:16 YVR SP 0249  30 FEW 61 SCT M80 OVC 7RA- /16.5//1511/SF2SC3AC5 RMK VIS NE QUAD 10 SM UNOFF
2005/06/22 03:01:12 YVR SA 0300  30 FEW 60 SCT M81 OVC 12RA- 139/16.6/15.0/1315/SF1SC3AC6 1040 RMK VIS E QUAD HIER 15 SM UNOFF
2005/06/22 03:27:33 YVR SP 0326  45 SCT M73 BKN 80 OVC 15 /16.6//1111/SC4AC3AC3  UNOFF
2005/06/22 04:01:24 YVR SA 0400  15 FEW 45 SCT M80 OVC 15 139/16.8/15.0/1311/SC1SC3AC6  UNOFF
2005/06/22 04:54:12 YVR SP 0452  18 SCT 45 SCT M80 OVC 15RA- /17.0//1208/SC4SC1AC5 RMK PCPN VRY LGT UNOFF
2005/06/22 05:01:10 YVR SA 0500  13 SCT M49 BKN 69 OVC 12RA- 142/16.9/14.9/1309/SC5SC3AC2  UNOFF
2005/06/22 06:01:15 YVR SA 0600  25 FEW 60 SCT M85 OVC 15RA- 141/15.7/14.1/1308/SC3SC2AC5 5002  UNOFF
2005/06/22 07:01:27 YVR SA 0700  25 FEW M49 BKN 60 OVC 8RA- 144/15.3/14.1/1406/SC2SC5SC3 RMK VIS N QUAD 6 SM UNOFF
2005/06/22 08:01:05 YVR SA 0800  45 SCT M90 OVC 8RA- 141/15.2/14.0/0903/SC5AC5 RMK VIS N QUAD LWR 6 SM UNOFF
2005/06/22 09:01:05 YVR SA 0900  45 FEW M90 OVC 10RA- 140/14.8/13.9/0906/SC3AC7 5001  UNOFF
2005/06/22 10:04:18 YVR SA 1000  M90 BKN 110 BKN 15 141/14.8/13.9/1207/AC6AC2  UNOFF
2005/06/22 11:01:01 YVR SA 1100  25 FEW M110 BKN 15 146/14.3/3.2/1008/SC2AC6  UNOFF
2005/06/22 12:01:11 YVR SA 1200  25 FEW 45 SCT M110 OVC 15 151/14.2/12.9/1307/SC2SC2AC6 5011  UNOFF
2005/06/22 13:02:57 YVR SA 1300  15 FEW 35 SCT M90 OVC 15 156/14.3/12.8/1007/SF1SC4AC5  UNOFF
2005/06/22 14:04:10 YVR SA 1400  15 FEW 45 SCT M100 OVC 15 160/14.5/13.1/1107/SC1SC3AC6  UNOFF
2005/06/22 15:03:41 YVR SA 1500  15 FEW M46 BKN 100 OVC 15 164/15.4/13.0/1308/SC1SC5AC4 1013  UNOFF
2005/06/22 15:29:00 YVR SP 1527  9 FEW M43 BKN 90 OVC 15 /15.0//1410/SF1SC6AC3  UNOFF
2005/06/22 16:01:33 YVR SA 1600  9 FEW M43 BKN 100 OVC 15 170/15.1/12.2/1408/SF1SC7AC2  UNOFF
2005/06/22 17:00:59 YVR SA 1700  9 FEW M46 BKN 100 BKN 15 169/16.4/12.7/1509/SF1SC6AC2  UNOFF
2005/06/22 18:04:03 YVR SA 1800  15 FEW M36 BKN 90 OVC 15 173/16.6/12.4/1508/SC3SC4AC3 1009  UNOFF
2005/06/22 19:05:01 YVR SA 1900  25 FEW M36 BKN 80 OVC 15 175/17.0/12.5/1613/SC3SC6AC1  UNOFF
2005/06/22 20:02:22 YVR SA 2000  20 FEW M32 OVC 15 176/17.4/12.8/1712/SC3SC7  UNOFF
2005/06/22 21:05:23 YVR SA 2100  18 FEW M46 BKN 80 BKN 15 179/17.6/12.6/1610/SC3SC5AC1 5006  UNOFF
2005/06/22 22:04:57 YVR SA 2200  35 SCT M64 BKN 20 178/18.6/12.1/1510/SC4SC4  UNOFF
2005/06/22 23:02:23 YVR SA 2300  M46 BKN 80 BKN 20 177/19.7/12.2/1809G19/SC6AC1  UNOFF
2005/06/22 23:03:12 YVR SA 2300  M46 BKN 80 BKN 20 177/19.7/12.2/1809G19/SC6AC1 RMK TCU EMBD UNOFF
Warning: at line 2300: duplicated data: prev hr = 15 PST  current hr = 15 PST

2005/06/23 00:02:16 YVR SA 0000  37 SCT 20 176/19.6/11.6/1711/SC4 7003  UNOFF
2005/06/23 01:01:46 YVR SA 0100  38 FEW 20 175/19.4/10.9/1610/SC3  UNOFF
2005/06/23 02:00:55 YVR SA 0200  35 FEW 80 -FEW 20 179/19.4/10.2/1612/SC1AC0  UNOFF
2005/06/23 03:01:13 YVR SA 0300  38 FEW 80 FEW 20 182/17.9/10.4/1409/SC1AC1 5006  UNOFF
2005/06/23 04:00:56 YVR SA 0400  40 FEW 80 -BKN 20 185/16.6/9.9/1007/SC1AC2  UNOFF
2005/06/23 05:01:10 YVR SA 0500  40 FEW 85 -SCT 20 191/14.6/10.3/1010/SC1AC2  UNOFF
2005/06/23 06:01:27 YVR SA 0600  86 -BKN 20 194/14.1/9.5/1012/AC3 2012  UNOFF
2005/06/23 07:01:23 YVR SA 0700  87 -SCT 20 197/13.8/9.3/1009/AC2  UNOFF
2005/06/23 08:01:24 YVR SA 0800  85 FEW 20 201/13.2/9.3/1108/AC3  UNOFF
2005/06/23 09:01:09 YVR SA 0900  85 FEW 220 -FEW 20 204/12.5/9.4/1009/AC2CI0 2010  UNOFF
2005/06/23 10:02:16 YVR SA 1000  M64 BKN 85 BKN 20 206/12.9/9.8/0908/SC7AC1  UNOFF
2005/06/23 11:01:11 YVR SA 1100  M64 BKN 20 206/13.1/9.9/1009/SC7  UNOFF
2005/06/23 12:01:05 YVR SA 1200  M64 BKN 20 210/12.8/9.8/1007/SC7 5006  UNOFF
2005/06/23 13:01:59 YVR SA 1300  M63 BKN 20 214/12.8/9.9/1008/SC7  UNOFF
2005/06/23 14:04:41 YVR SA 1400  M66 BKN 220 BKN 15 214/14.2/10.3/0909/AC7CI1  UNOFF
2005/06/23 15:05:27 YVR SA 1500  30 FEW 74 -FEW 220 -FEW 15 214/15.0/10.2/1005/SC1AC1CI1 1004 RMK TR SC UNOFF
2005/06/23 16:02:51 YVR SA 1600  30 SCT 60 SCT 220 -BKN 15 219/16.0/10.6/0903/CU4SC1CI0  UNOFF
2005/06/23 17:01:04 YVR SA 1700  M21 BKN 40 BKN 15 218/16.0/10.7/1206/SC8SC1  UNOFF
2005/06/23 18:04:25 YVR SA 1800  20 SCT M36 OVC 15 216/17.1/11.1/2502/SC4SC6 0002 RMK BINOVC W UNOFF
2005/06/23 19:02:20 YVR SA 1900  M28 BKN 220 BKN 15 212/17.1/12.4/2707/SC6CI0  UNOFF
2005/06/23 20:01:39 YVR SA 2000  30 SCT 220 -SCT 15 210/17.4/12.6/2507/SC4CI0  UNOFF
2005/06/23 21:04:30 YVR SA 2100  30 FEW 220 -SCT 15 204/18.0/13.1/2406/SC2CI0 0012  UNOFF
2005/06/23 22:04:13 YVR SA 2200  40 FEW 220 -BKN 15 199/18.9/12.2/2606G15/SC2CI0  UNOFF
2005/06/23 23:01:53 YVR SA 2300  40 FEW 220 -BKN 15 195/19.4/13.0/2707/SC1CI0  UNOFF

2005/06/24 08:00:00 YVR SA 0800 dummy record
Warning: at line 2327: missing data: prev hr = 15 PST  current hr = 0 PST
Warning: at line 2327: unable to find /-delimited met data
2005/06/24 10:01:50 YVR SA 1000  180 -SCT 240 -BKN 20 163/14.2/11.3/0905/AC2CI2  UNOFF
Warning: at line 2328: missing data: prev hr = 0 PST  current hr = 2 PST
2005/06/24 17:04:06 YVR SA 1700  30 FEW 120 FEW M230 OVC 20 156/19.1/11.7/2408/CU1AC1CI6 RMK TR CU UNOFF
Warning: at line 2329: missing data: prev hr = 2 PST  current hr = 9 PST
2005/06/24 20:04:41 YVR SA 2000  35 FEW 120 -SCT M230 OVC 20 142/21.3/10.5/2206/SC1AC3CI2  UNOFF
Warning: at line 2330: missing data: prev hr = 9 PST  current hr = 12 PST
2005/06/24 21:03:33 YVR SA 2100  40 FEW M87 BKN 230 OVC 20 140/21.9/10.4/2107/SC1AC8CI1 0011  UNOFF
2005/06/24 22:05:59 YVR SA 2200  40 FEW M82 BKN 210 OVC 20 136/22.4/10.4/2208/SC2AC6CI2  UNOFF
2005/06/24 23:03:11 YVR SA 2300  65 SCT M91 BKN 210 OVC 20 130/21.8/11.2/2108/SC4AC5CI0  UNOFF

2005/06/25 00:02:44 YVR SA 0000  M62 BKN 90 BKN 20 130/19.8/14.2/3111G16/SC8AC1 6010  UNOFF
2005/06/25 01:04:33 YVR SA 0100  M55 BKN 76 BKN 210 OVC 20RA- 125/17.3/13.9/3106/SC6AC3CI0  UNOFF
2005/06/25 01:23:58 YVR SP 0122  M60 BKN 80 BKN 20 /17.9//3203/SC7AC2  UNOFF
2005/06/25 02:01:00 YVR SA 0200  60 FEW 80 -FEW 20 120/20.1/13.1/3004/SC1AC1  UNOFF
2005/06/25 03:01:50 YVR SA 0300  60 -FEW 80 -FEW 20 118/18.6/12.0/2904/SC0AC1 7012  UNOFF
2005/06/25 04:01:44 YVR SA 0400  60 FEW 120 -FEW 20 119/16.6/11.6/3003/SC1AC2 RMK TR SC UNOFF
2005/06/25 05:01:10 YVR SA 0500  80 -FEW 120 -SCT 20 124/16.3/12.1/3204/AC1AC1  UNOFF
2005/06/25 06:02:20 YVR SA 0600  80 -BKN 20 124/16.7/13.2/2804/AC4 2006  UNOFF
2005/06/25 07:02:16 YVR SA 0700  14 FEW M90 BKN 110 BKN 20 125/16.6/14.1/3012/SF3AC4AC1  UNOFF
2005/06/25 07:23:02 YVR SP 0721  11 SCT M110 BKN 15RA- /16.6//3009/SC4AC4  UNOFF
2005/06/25 08:01:12 YVR SA 0800  15 -SCT 110 -BKN 15 121/16.0/14.3/3012/SC2AC2  UNOFF
2005/06/25 09:01:18 YVR SA 0900  15 FEW 60 FEW 110 -SCT 15 122/15.7/13.8/3110/CF1SC1AC1 5002  UNOFF
2005/06/25 10:01:01 YVR SA 1000  M12 BKN 55 BKN 15 116/15.5/13.8/3204/SC6SC1  UNOFF
2005/06/25 10:15:43 YVR SP 1014  13 SCT 55 -BKN 15 /15.8//3602/SC5SC0  UNOFF
2005/06/25 11:01:07 YVR SA 1100  15 FEW 110 -SCT 15 124/14.2/12.3/0906/SC2AC1  UNOFF
2005/06/25 12:01:42 YVR SA 1200  M16 BKN 110 OVC 15 128/14.7/13.0/0707/SC6AC1 5006  UNOFF
2005/06/25 12:35:42 YVR SP 1234  M14 OVC 15 /14.6//0405/SC9  UNOFF
2005/06/25 12:51:04 YVR SP 1249  M16 OVC 15 /14.6//0406/SC9  UNOFF
2005/06/25 12:57:30 YVR SP 1256  M9 BKN 17 OVC 15 /14.6//0406/SC6SC3  UNOFF
2005/06/25 13:01:03 YVR SA 1300  M9 BKN 17 OVC 15 133/14.5/12.6/0505/SC6SC3  UNOFF
2005/06/25 13:16:53 YVR SP 1315  M11 BKN 17 OVC 15 /14.6//0805/SC7SC2  UNOFF
2005/06/25 14:01:41 YVR SA 1400  M14 BKN 22 OVC 15 135/14.8/12.4/0904/SC8SC2  UNOFF
2005/06/25 15:04:04 YVR SA 1500  M11 BKN 20 BKN 15 136/15.3/12.6/0903/SC7SC2 1008  UNOFF
2005/06/25 15:43:40 YVR SP 1540  12 SCT M27 BKN 15 /15.8//0000/SC5SC4  UNOFF
2005/06/25 16:02:41 YVR SA 1600  12 FEW M27 BKN 15 137/16.1/13.2/1003/SC3SC6  UNOFF
2005/06/25 17:03:38 YVR SA 1700  12 SCT M27 BKN 12 138/16.5/13.7/2909/SC5SC4  UNOFF
2005/06/25 18:01:03 YVR SA 1800  15 FEW 27 SCT E60 BKN 12 137/17.6/14.1/2907/CF1CU4SC1 0001  UNOFF
2005/06/25 19:03:17 YVR SA 1900  30 SCT E60 BKN 15 138/18.1/14.5/2707/CU5SC1 RMK TCU ASOCT UNOFF
2005/06/25 20:03:11 YVR SA 2000  32 SCT 220 SCT 15 136/19.3/14.8/2606/CU4CI1  UNOFF
2005/06/25 20:03:51 YVR SA 2000  32 SCT 220 SCT 15 136/19.3/14.8/2606/CU4CI1 RMK TCU ASOCT UNOFF
Warning: at line 2364: duplicated data: prev hr = 12 PST  current hr = 12 PST
2005/06/25 21:04:22 YVR SA 2100  35 FEW 220 FEW 15 134/19.8/14.6/2507/TCU2CI1 0003  UNOFF
2005/06/25 22:03:34 YVR SA 2200  40 FEW 220 FEW 20 131/21.2/14.3/2408/TCU2CI1  UNOFF
2005/06/25 23:02:33 YVR SA 2300  45 FEW 220 FEW 20 128/20.9/14.1/2407/TCU1CI1  UNOFF

2005/06/26 00:01:06 YVR SA 0000  50 FEW 230 FEW 20 123/20.7/14.0/2605/TCU1CI1 7011  UNOFF
2005/06/26 01:02:31 YVR SA 0100  55 FEW 230 FEW 20 116/21.1/13.7/2506/TCU1CI1  UNOFF
2005/06/26 02:01:28 YVR SA 0200  50 FEW 230 FEW 30 112/20.6/13.7/2305/TCU1CI1  UNOFF
2005/06/26 03:01:50 YVR SA 0300  50 FEW 220 -FEW 30 109/20.0/13.3/2105/TCU1CI1 6014  UNOFF
2005/06/26 04:01:10 YVR SA 0400  50 FEW 220 -FEW 30 109/19.3/12.2/1903/SC1CI1  UNOFF
2005/06/26 05:01:30 YVR SA 0500  45 FEW 220 -FEW 30 111/18.6/11.5/1402/SC1CI1  UNOFF
2005/06/26 06:01:57 YVR SA 0600  220 -FEW 30 114/15.5/12.1/1010/CI2 5005  UNOFF
2005/06/26 07:05:47 YVR SA 0700  220 -FEW 20 114/15.0/11.8/0906/CI1  UNOFF
2005/06/26 08:02:02 YVR SA 0800  220 -FEW 20 111/15.3/11.6/1007/CI1  UNOFF
2005/06/26 09:03:25 YVR SA 0900  220 -FEW 20 109/14.1/11.0/1106/CI1 0005  UNOFF
2005/06/26 10:03:55 YVR SA 1000  60 FEW 220 -SCT 20 107/14.8/11.3/1107/SC1CI3  UNOFF
2005/06/26 11:02:09 YVR SA 1100  60 FEW 230 -SCT 20 106/14.0/10.9/1008/SC2CI1  UNOFF
2005/06/26 12:03:34 YVR SA 1200  68 FEW 240 -SCT 20 105/13.8/10.7/1107/AC1CI2 7004  UNOFF
2005/06/26 13:02:03 YVR SA 1300  70 FEW 240 -BKN 20 103/14.1/10.7/1209/AC2CI3  UNOFF
2005/06/26 14:03:36 YVR SA 1400  55 FEW 90 SCT M240 OVC 20 104/14.3/11.2/1110/CU2AC3CS5  UNOFF
2005/06/26 15:06:03 YVR SA 1500  50 FEW M90 BKN 230 OVC 20 104/14.8/11.6/1210/CU3AC4CS3 6001  UNOFF
2005/06/26 16:01:15 YVR SA 1600  52 SCT M90 BKN 230 OVC 20 104/15.6/11.8/1312/CU4AC3CS3  UNOFF
2005/06/26 17:02:50 YVR SA 1700  40 FEW M91 BKN 230 OVC 20 105/16.0/11.7/1112/SC1AC5CS4  UNOFF
2005/06/26 18:02:25 YVR SA 1800  M46 BKN 90 OVC 20 104/17.2/12.3/1211G16/SC6AC4 0000  UNOFF
2005/06/26 19:01:50 YVR SA 1900  50 FEW M85 BKN 230 OVC 20 103/17.4/11.6/1413/SC2AC4CS4  UNOFF
2005/06/26 20:02:26 YVR SA 2000  40 FEW M82 BKN 230 OVC 20 103/17.3/11.2/1409/SC1AC6CS3  UNOFF
2005/06/26 21:03:19 YVR SA 2100  30 FEW M83 BKN 230 OVC 20 099/17.3/11.3/1410/SC1AC5CS4 0005  UNOFF
2005/06/26 22:03:39 YVR SA 2200  30 FEW M86 BKN 220 OVC 20 099/17.9/11.7/1108/CU1AC5CS4  UNOFF
2005/06/26 23:03:22 YVR SA 2300  30 FEW 85 SCT M130 OVC 20 098/17.5/11.3/1307/CU1AC4AC5  UNOFF

2005/06/27 00:02:37 YVR SA 0000  30 FEW 85 FEW M130 OVC 20 099/17.6/11.9/1408/SC2AC1AC7 5000  UNOFF
2005/06/27 01:02:56 YVR SA 0100  30 FEW M84 BKN 130 OVC 20 099/17.6/11.6/1307/SC1AC5AC4  UNOFF
2005/06/27 02:03:56 YVR SA 0200  30 FEW M80 BKN 120 OVC 20 099/17.2/11.9/1006/SC1AC6AC3  UNOFF
2005/06/27 03:01:47 YVR SA 0300  30 FEW M80 BKN 110 OVC 20 100/16.6/11.6/1108/SC1AC5AC4 5001  UNOFF
2005/06/27 03:23:07 YVR SP 0321  30 FEW M85 BKN 120 OVC 20SHRA- /16.0//1107/SC1AC7AC2  UNOFF
2005/06/27 04:02:17 YVR SA 0400  30 FEW M85 BKN 120 OVC 15SHRA- 101/15.2/12.4/1207/SC1AC6AC3  UNOFF
2005/06/27 04:21:19 YVR SP 0420  35 FEW M85 BKN 110 OVC 15 /14.7//1006/SC1AC6AC3  UNOFF
2005/06/27 05:01:09 YVR SA 0500  30 FEW M45 BKN 90 OVC 15 104/14.9/12.4/1109/SC1SC5AC4  UNOFF
2005/06/27 05:42:52 YVR SP 0539  30 FEW 45 SCT M90 BKN 110 OVC 15SHRA- /14.6//1409/SC1SC4AC3AC2  UNOFF
2005/06/27 06:01:01 YVR SA 0600  30 FEW 45 SCT M75 BKN 100 OVC 15SHRA- 105/14.5/11.6/1406/SC1SC4AC3AC2 2005  UNOFF
2005/06/27 07:03:59 YVR SA 0700  7 FEW 30 FEW M45 BKN 65 OVC 10SHRA- 106/14.0/12.3/1108/SF1SC1SC4SC4  UNOFF
2005/06/27 08:03:46 YVR SA 0800  9 FEW 40 SCT M90 OVC 10RA- 105/13.8/12.3/1104/SF1SC4AC5  UNOFF
2005/06/27 09:04:07 YVR SA 0900  9 FEW 40 FEW M70 BKN 90 OVC 12RA- 102/13.8/12.2/1402/SF1SC2AC4AC3 0003  UNOFF
2005/06/27 10:04:15 YVR SA 1000  9 FEW 20 FEW M70 BKN 90 OVC 10RA- 100/13.8/12.1/1102/SF1SC2AC3AC4  UNOFF
2005/06/27 11:03:10 YVR SA 1100  9 FEW 20 FEW M81 OVC 10RA- 101/13.9/12.3/1403/SF1SC2AC7  UNOFF
2005/06/27 12:03:33 YVR SA 1200  9 FEW 20 FEW M70 BKN 90 OVC 12 100/13.8/12.1/1403/SF1SC2AC4AC3 7002  UNOFF
2005/06/27 13:03:00 YVR SA 1300  9 FEW 20 FEW M48 BKN 90 OVC 12 102/14.0/12.3/1702/SF1SC2SC4AC3  UNOFF
2005/06/27 13:48:00 YVR SP 1346  8 FEW M47 BKN 90 OVC 10SHRA- /14.1//0000/SF1SC7AC2  UNOFF
2005/06/27 14:02:24 YVR SA 1400  9 FEW M46 BKN 90 OVC 10SHRA- 103/14.1/12.5/1802/SF2SC7AC1 RMK PCPN VRY LGT UNOFF
2005/06/27 15:03:26 YVR SA 1500  16 SCT M28 BKN 45 OVC 8SHRA- 105/13.9/12.7/1703/SF5SC2SC3 2005 RMK PCPN VRY LGT UNOFF
2005/06/27 16:03:45 YVR SA 1600  15 FEW M27 BKN 45 OVC 6SHRA-FG 104/14.5/13.2/1605/SF3SC6SC1  UNOFF
2005/06/27 16:04:24 YVR SA 1600  15 FEW M27 BKN 45 OVC 6SHRA-FG 104/14.5/13.2/1605/SF3SC6SC1 RMK PCPN VRY LGT UNOFF
Warning: at line 2415: duplicated data: prev hr = 8 PST  current hr = 8 PST
2005/06/27 16:27:30 YVR SP 1626  M16 BKN 27 OVC 6FG /14.6//1704/SF6SC4  UNOFF
2005/06/27 17:02:58 YVR SA 1700  8 FEW M16 BKN 25 OVC 6FG 106/14.7/13.0/1804/SF3SC5SC2  UNOFF
2005/06/27 17:26:58 YVR SP 1725  M9 BKN 16 OVC 6FG /14.7//1706/SC8SC2  UNOFF
2005/06/27 18:04:55 YVR SA 1800  M8 BKN 15 OVC 6FG 107/14.8/12.9/1705/SC8SC2 2002  UNOFF
2005/06/27 18:15:54 YVR SP 1815  M7 BKN 15 OVC 6SHRA-FG /15.0//1706/SC8SC2 RMK PCPN VRY LGT UNOFF
2005/06/27 19:02:48 YVR SA 1900  M7 BKN 15 OVC 6SHRA-FG 109/15.0/13.3/1407/SC9SC1  UNOFF
2005/06/27 19:03:44 YVR SA 1900  M7 BKN 15 OVC 6SHRA-FG 109/15.0/13.3/1407/SC9SC1 RMK PCPN VRY LGT UNOFF
Warning: at line 2422: duplicated data: prev hr = 11 PST  current hr = 11 PST
2005/06/27 20:02:27 YVR SA 2000  M9 BKN 15 OVC 6SHRA-FG 113/14.9/12.9/1408/SC9SC1  UNOFF
2005/06/27 21:00:57 YVR SA 2100  9 SCT M13 OVC 6FG 114/15.5/13.6/1007/SC5SC5 1007  UNOFF
2005/06/27 22:03:18 YVR SA 2200  9 FEW M14 OVC 10 116/16.7/14.1/1107/SC3SC7  UNOFF
2005/06/27 22:55:15 YVR SP 2253  M12 BKN 25 BKN 10 /17.4//1407/SC7SC2 RMK SML BRK DIST W UNOFF
2005/06/27 23:02:27 YVR SA 2300  M12 BKN 27 BKN 10 117/17.2/14.3/1007/SC6SC3  UNOFF
2005/06/27 23:03:12 YVR SA 2300  M12 BKN 27 BKN 10 117/17.2/14.3/1007/SC6SC3 RMK SML BRK DIST W UNOFF
Warning: at line 2428: duplicated data: prev hr = 15 PST  current hr = 15 PST
2005/06/27 23:37:56 YVR SP 2336  12 SCT M26 BKN 10 /17.5//1308/SC4SC5  UNOFF

2005/06/28 00:03:25 YVR SA 0000  M16 BKN 25 BKN 10 118/17.7/14.2/1407/SC6SC3 2004 RMK TCU EMBD UNOFF
2005/06/28 01:02:52 YVR SA 0100  M23 BKN 90 BKN 10 119/18.2/13.9/1307/SC6AC2  UNOFF
2005/06/28 01:03:33 YVR SA 0100  M23 BKN 90 BKN 10 119/18.2/13.9/1307/SC6AC2 RMK TCU EMBD UNOFF
Warning: at line 2433: duplicated data: prev hr = 17 PST  current hr = 17 PST
